"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW"
"2024-03-30",17,22296,23272,20238,1112,6562,4186,16445,0,9,830,996,991,692,-367,0,860,1399,997,776
"2024-03-30",18,22057,22988,19921,1137,6562,5382,16445,0,11,908,992,991,729,-320,0,850,1399,998,777
"2024-03-30",19,21845,22746,19655,1143,6562,6151,16445,0,7,719,533,991,970,-294,0,989,1399,998,776
"2024-03-30",20,21529,22391,19269,1148,6562,6639,16445,0,6,620,496,991,1003,-256,0,999,1399,998,777
"2024-03-30",21,21245,21958,19019,1162,6562,7225,16445,0,6,709,960,991,1003,-107,0,853,1399,997,777
"2024-03-30",22,21229,21837,18965,1175,6562,7784,16445,0,5,860,995,991,1003,-3,0,842,1399,997,776
"2024-03-30",23,21061,21667,18794,1182,6562,7956,16445,0,6,765,996,991,956,63,81,487,1399,998,776
"2024-03-30",24,20734,21340,18489,1189,6562,7862,16445,0,6,960,981,992,949,213,3,462,1399,998,777
"2024-03-30",25,20513,21119,18299,1201,6562,7948,16445,0,6,1018,501,992,582,311,0,207,1399,998,776
"2024-03-30",26,20513,21119,18365,1213,6562,7957,16445,0,6,994,512,992,574,188,27,189,1399,999,777
"2024-03-30",27,20471,21077,18345,1188,6562,8068,16445,0,6,844,1424,992,722,42,1,475,1399,997,777
"2024-03-30",28,20152,20760,18127,1163,6562,7797,16445,0,8,615,1496,992,721,20,0,495,1399,997,776
"2024-03-30",29,20008,20643,18111,1132,6562,7037,16445,0,8,965,1498,992,130,-27,0,78,1399,988,756
"2024-03-30",30,19984,20647,18208,1100,6562,6398,16445,0,8,1359,1497,992,108,-55,0,48,1399,988,745
"2024-03-30",31,20506,21211,18724,1038,6562,5745,16445,0,7,1547,1496,992,710,-98,0,481,1399,997,283
"2024-03-30",32,21406,22098,19544,976,6562,4769,16445,0,8,1335,1496,991,811,-84,0,512,1399,997,242
"2024-03-30",33,22992,23713,21000,899,6562,3742,16445,0,8,1170,1495,981,720,-113,0,689,1399,998,414
"2024-03-30",34,25143,25766,22981,822,6562,2827,16445,0,8,1348,1496,979,712,-15,0,701,1399,998,439
"2024-03-30",35,27371,27978,24995,773,6562,1708,16445,0,7,1443,1495,951,661,10,0,998,1399,998,808
"2024-03-30",36,28842,29448,26304,724,6562,701,16445,0,6,931,1495,949,642,69,0,1019,1399,998,850
"2024-03-30",37,29646,30295,27042,748,6562,119,16445,0,3,1120,1495,988,204,-46,0,1019,1399,998,1352
"2024-03-30",38,30499,31150,27847,772,6562,0,16445,0,3,1396,1495,992,200,-48,0,1019,1399,998,1397
"2024-03-30",39,30807,31613,28081,808,6562,0,16445,0,4,1034,1495,992,409,-191,-11,1019,1399,997,1357
"2024-03-30",40,30088,30975,27357,844,6562,0,16445,0,5,578,1495,992,436,-282,0,1019,1399,997,1349
"2024-03-30",41,29415,30267,26638,858,6562,0,16445,0,6,97,1495,992,961,-246,0,1019,1399,998,1285
"2024-03-30",42,28789,29601,26078,871,6562,0,16445,0,4,-335,1495,992,1002,-208,0,1019,1399,997,1278
"2024-03-30",43,27655,28616,25073,892,6562,0,16445,0,8,-854,1495,992,891,-353,0,925,1399,998,1213
"2024-03-30",44,26588,27621,24092,913,6562,0,16445,0,8,-919,1495,992,882,-326,-99,918,1399,998,1207
"2024-03-30",45,25272,26077,22904,925,6562,0,16445,0,7,-756,1495,992,891,-189,-9,755,1399,998,1208
"2024-03-30",46,24263,25015,21938,937,6562,0,16445,0,21,-747,1495,992,892,-131,0,743,1398,997,1202
"2024-03-30",47,23088,23862,20849,960,6562,0,16445,0,67,-806,1495,992,881,-107,0,795,1398,998,830
"2024-03-30",48,22149,23058,19982,982,6562,0,16445,0,67,-886,1495,992,880,-242,0,798,1398,998,795
"2024-03-31",1,21925,22812,19823,976,6562,0,16445,0,67,-837,1495,992,830,-220,0,772,1398,997,795
"2024-03-31",2,22167,22983,20134,969,6562,0,16445,0,67,-669,1495,992,826,-149,0,770,1398,998,795
"2024-03-31",3,21773,22446,19862,971,6562,0,16445,0,67,-447,1495,992,837,-106,0,984,1398,998,763
"2024-03-31",4,21206,21930,19304,973,6562,0,16445,0,67,-520,1495,992,811,-157,0,999,1399,998,752
"2024-03-31",5,20564,21216,18693,982,6562,0,16445,0,66,-286,1495,992,122,-86,0,999,1398,998,300
"2024-03-31",6,20218,20903,18350,990,6562,0,16445,0,66,-363,1495,992,103,-119,0,999,1398,997,256
"2024-03-31",7,19953,20624,18112,1044,6562,0,16445,0,66,-187,1495,992,-89,-16,0,999,1399,998,18
"2024-03-31",8,19720,20445,17891,1098,6562,0,16445,0,100,-145,1495,992,-104,-17,0,999,1398,998,-4
"2024-03-31",9,19758,20805,17952,1138,6562,0,16445,0,99,-132,1495,992,-6,-110,0,999,1399,997,-332
"2024-03-31",10,19695,20803,17880,1178,6562,0,16445,0,125,-139,1495,992,0,-118,0,999,1398,996,-365
"2024-03-31",11,19993,21317,18116,1230,6562,0,16445,0,129,73,1495,992,-175,-28,0,684,1399,997,-492
"2024-03-31",12,20094,21422,18174,1281,6562,1,16445,0,129,-58,1495,992,-195,63,0,661,1399,997,-504
"2024-03-31",13,20741,22052,18702,1305,6562,187,16445,0,129,-223,1494,992,-350,212,124,976,1398,997,-332
"2024-03-31",14,21040,22319,19007,1328,6562,774,16445,0,128,-93,1489,990,-344,356,87,999,1398,996,-307
"2024-03-31",15,21857,22432,19712,1406,6562,1437,16445,0,75,231,1127,902,120,313,0,999,1398,997,242
"2024-03-31",16,22290,22859,20103,1484,6562,2143,16445,0,69,281,1094,894,138,331,0,999,1398,998,285
"2024-03-31",17,22900,23576,20657,1615,6562,2821,16445,0,69,401,1094,894,605,247,0,815,1398,998,-107
"2024-03-31",18,23093,23755,20804,1745,6562,3249,16445,0,16,305,1091,893,616,231,0,801,1398,992,-146
"2024-03-31",19,23243,24025,20971,1944,6562,3612,16445,0,6,271,913,805,995,99,0,738,1398,613,-276
"2024-03-31",20,23472,24268,21207,2142,6562,3960,16445,0,6,381,880,792,1003,132,0,734,1398,587,-290
"2024-03-31",21,23669,24548,21475,2259,6562,4060,16445,0,2,404,82,531,996,17,0,753,1398,965,-377
"2024-03-31",22,23786,24681,21681,2375,6562,4301,16445,0,7,746,22,508,996,-6,0,754,1398,998,-382
"2024-03-31",23,23786,24702,21821,2449,6562,4352,16445,0,8,1277,192,595,1002,-26,0,714,1397,999,-382
"2024-03-31",24,24063,25073,22138,2523,6562,4577,16445,0,8,1405,223,598,1003,-120,0,711,1398,999,-382
"2024-03-31",25,24100,25077,22188,2513,6562,4486,16445,0,5,1158,830,234,1002,-174,0,889,1397,998,-298
"2024-03-31",26,23771,24811,21860,2502,6562,4203,16445,0,7,904,888,201,1003,-248,0,901,1397,998,-285
"2024-03-31",27,23630,24558,21767,2473,6562,4350,16445,0,12,840,579,288,1003,-260,0,993,1397,999,-156
"2024-03-31",28,23351,24290,21515,2443,6562,4059,16445,0,11,888,565,306,901,-285,-12,999,1397,999,-131
"2024-03-31",29,23454,24537,21601,2425,6562,3807,16445,0,278,724,1419,933,-142,-162,-1,999,1398,997,704
"2024-03-31",30,23689,24808,21892,2406,6562,3446,16445,0,302,720,1496,992,-168,-149,0,999,1398,997,771
"2024-03-31",31,24566,25327,22749,2406,6562,3109,16445,0,20,1081,1496,992,350,-150,0,935,1398,998,-91
"2024-03-31",32,25582,26394,23604,2406,6562,2460,16445,0,4,1069,1496,992,416,-150,0,930,1398,997,-158
"2024-03-31",33,26156,26809,24124,2318,6562,1852,16445,0,3,899,1496,992,959,-150,0,981,1398,998,699
"2024-03-31",34,27059,27750,24965,2230,6562,1258,16445,0,4,652,1495,992,1002,-187,0,985,1398,998,778
"2024-03-31",35,27440,28181,25367,2163,6562,663,16445,0,3,865,1496,992,473,-238,0,903,1398,998,596
"2024-03-31",36,27751,28543,25651,2095,6562,283,16445,0,4,1009,1496,992,431,-288,0,897,1398,998,579
"2024-03-31",37,27903,28868,25801,2077,6562,50,16445,0,6,1099,1495,992,417,-323,-136,914,1398,998,752
"2024-03-31",38,28108,29100,25967,2059,6562,0,16445,0,7,1114,1495,992,416,-333,-152,915,1399,997,776
"2024-03-31",39,28138,29236,25926,2062,6562,0,16445,0,7,1095,1495,992,766,-382,-209,915,1399,997,781
"2024-03-31",40,27741,28752,25519,2064,6562,0,16445,0,7,1271,1495,992,820,-337,-167,915,1399,998,781
"2024-03-31",41,26924,27996,24736,2047,6562,0,16445,0,8,1358,1496,992,263,-311,-253,708,1399,997,750
"2024-03-31",42,25969,27109,23829,2029,6562,0,16445,0,9,1437,1496,992,220,-366,-265,693,1398,997,738
"2024-03-31",43,24866,26021,22884,2008,6562,0,16445,0,347,1251,1496,992,645,-279,-29,570,1397,997,278
"2024-03-31",44,23423,24905,21605,1986,6562,0,16445,0,578,1288,1497,992,678,-319,-85,562,1379,998,227
"2024-03-31",45,22114,23751,20395,1958,6562,0,16445,0,627,1127,1496,992,587,-329,-49,884,1087,997,-132
"2024-03-31",46,21415,23105,19712,1930,6562,0,16445,0,689,874,1485,990,561,-329,0,907,1023,997,-172
"2024-04-01",1,20610,22969,18990,1859,6562,0,16445,0,641,1434,787,885,-383,-329,-87,901,704,998,-419
"2024-04-01",2,20179,22661,18597,1788,6562,0,16445,0,695,1503,725,875,-448,-329,-62,900,659,998,-448
"2024-04-01",3,20079,22235,18540,1772,6562,0,15905,0,693,1433,731,844,148,-329,-178,785,692,999,-456
"2024-04-01",4,20504,22695,19072,1755,6562,0,15905,0,696,1625,732,843,168,-329,-207,776,678,999,-459
"2024-04-01",5,20323,22694,18930,1736,6562,0,15905,0,695,1763,739,969,-113,-329,-103,731,378,999,-631
"2024-04-01",6,20082,22498,18687,1716,6562,0,15905,0,690,1738,745,979,-115,-329,-136,727,316,999,-646
"2024-04-01",7,19849,22160,18451,1705,6562,0,15905,0,687,1792,953,849,-170,-329,-86,636,48,999,-539
"2024-04-01",8,19580,21892,18201,1694,6562,0,15905,0,691,1937,974,834,-172,-329,-93,629,2,998,-527
"2024-04-01",9,19328,21553,17997,1708,6562,0,15905,0,683,1923,908,624,87,-329,-110,544,-96,998,-507
"2024-04-01",10,19315,21456,18004,1721,6562,0,15905,0,689,2193,907,610,103,-329,-32,537,-88,998,-503
"2024-04-01",11,19312,21877,17985,1727,6562,0,15905,0,683,2160,1377,959,-464,-329,-151,458,269,997,-438
"2024-04-01",12,19635,22183,18258,1732,6562,0,15905,0,680,2234,1419,992,-563,-329,-45,452,345,997,-431
"2024-04-01",13,20809,23054,19313,1737,6562,0,15905,0,684,2460,1490,992,-252,-319,-79,714,714,997,-411
"2024-04-01",14,21239,23245,19686,1742,6562,3,15905,0,615,2654,1496,992,-228,-254,-1,732,793,998,-408
"2024-04-01",15,22043,23829,20463,1728,6562,167,15905,0,565,2943,1495,992,-8,-285,-20,981,1164,997,-408
"2024-04-01",16,22534,24085,20898,1714,6562,616,15905,0,476,3289,1495,992,1,-165,-2,999,1228,997,-408
"2024-04-01",17,23034,24286,21257,1761,6562,1542,15905,0,223,3301,1495,992,-95,-26,107,1000,1375,997,-408
"2024-04-01",18,23049,24151,21242,1808,6562,2484,15905,0,115,3514,1495,992,-104,54,26,999,1397,997,-383
"2024-04-01",19,23309,24422,21430,1868,6562,3286,15905,0,11,3690,1495,991,-602,13,0,999,1397,997,581
"2024-04-01",20,23171,24406,21236,1928,6562,3759,15905,0,11,3787,1495,992,-706,-18,0,999,1397,996,679
"2024-04-01",21,23171,24592,21131,1957,6562,4194,15905,0,4,4019,1497,992,-898,-19,0,545,1397,997,659
"2024-04-01",22,23017,24444,20914,1985,6562,4601,15905,0,7,4111,1497,991,-904,-16,0,511,1397,997,656
"2024-04-01",23,22806,23854,20789,1992,6562,4814,15905,0,7,3732,1498,991,-355,-63,-123,133,1397,998,763
"2024-04-01",24,23076,24217,21015,1998,6562,4845,15905,0,8,3723,1498,991,-309,-214,-110,105,1397,997,775
"2024-04-01",25,23959,24843,21887,1982,6562,5029,15905,0,7,3614,1497,991,274,-365,-12,384,1397,997,775
"2024-04-01",26,24098,25122,21969,1966,6562,5250,15905,0,7,3309,1492,991,331,-425,-92,405,1397,997,773
"2024-04-01",27,24164,25506,22051,1946,6562,5022,15905,0,7,3174,1152,971,817,-449,-386,822,1397,998,534
"2024-04-01",28,24099,25550,21959,1926,6562,5470,15905,0,4,2940,1124,968,855,-450,-497,852,1397,997,505
"2024-04-01",29,23751,25234,21598,1890,6562,5277,15905,0,3,2966,1420,945,716,-450,-530,990,1397,997,180
"2024-04-01",30,23810,25293,21631,1854,6562,5192,15905,0,2,2942,1445,944,706,-450,-531,999,1397,997,154
"2024-04-01",31,23780,25267,21508,1829,6562,4881,15905,0,6,2725,1491,988,337,-450,-531,999,1397,997,503
"2024-04-01",32,24104,25591,21837,1804,6562,4321,15905,0,6,2606,1495,992,275,-450,-531,999,1397,997,535
"2024-04-01",33,25061,26548,22754,1774,6562,4003,15905,0,6,2841,1495,992,566,-450,-531,1018,1397,996,299
"2024-04-01",34,26089,27576,23731,1744,6562,3424,15905,0,6,2961,1495,992,589,-450,-531,1019,1397,997,280
"2024-04-01",35,27657,29142,25176,1676,6562,2784,15905,0,4,2750,1495,992,860,-450,-531,1019,1397,996,734
"2024-04-01",36,28683,30169,26129,1608,6562,2081,15905,0,5,3025,1495,992,879,-450,-531,1020,1397,997,778
"2024-04-01",37,29387,30872,26791,1538,6562,1075,15905,0,4,2998,1495,991,372,-450,-531,1010,1397,997,778
"2024-04-01",38,29728,31211,27190,1467,6562,458,15905,0,2,2829,1495,992,331,-450,-531,1009,1397,997,778
"2024-04-01",39,30007,31491,27518,1431,6562,94,15905,0,3,2683,1495,991,610,-450,-531,1018,1397,997,778
"2024-04-01",40,30337,31821,27863,1394,6562,0,15905,0,3,2685,1495,992,655,-450,-531,1019,1398,997,778
"2024-04-01",41,30687,32170,28183,1387,6562,0,15905,0,2,2524,1494,992,996,-450,-531,1019,1398,996,778
"2024-04-01",42,30142,31628,27659,1380,6562,0,15905,0,5,2563,1495,992,1003,-450,-531,1019,1399,997,778
"2024-04-01",43,29290,30776,26935,1371,6562,0,15905,0,5,2300,1494,991,1002,-450,-531,1001,1398,996,778
"2024-04-01",44,28257,29746,25976,1361,6562,0,15905,0,8,2021,1494,992,1004,-450,-531,999,1399,996,778
"2024-04-01",45,26959,28448,24719,1350,6562,0,15905,0,8,1814,1494,992,1002,-450,-531,1000,1399,996,778
"2024-04-01",46,25533,27023,23375,1338,6562,0,15905,0,9,1784,1494,992,1003,-450,-531,1000,1399,996,778
"2024-04-01",47,23706,25148,21786,1310,6562,0,15905,0,68,1873,1494,992,799,-451,-423,999,1399,996,726
"2024-04-01",48,22584,24035,20777,1282,6562,0,15905,0,12,1746,1495,992,784,-434,-505,999,1399,997,713
"2024-04-02",1,21914,23829,20200,1225,6562,0,15905,0,474,1698,1495,992,638,-410,-531,999,1399,997,332
"2024-04-02",2,21402,23468,19707,1168,6562,0,15905,0,625,1698,1494,991,627,-410,-531,999,1399,997,296
"2024-04-02",3,21706,23772,20052,1144,6562,0,15905,0,625,1819,1349,928,464,-410,-531,999,1399,997,458
"2024-04-02",4,22134,24198,20515,1119,6562,0,15905,0,623,2003,1338,924,447,-410,-531,999,1398,997,479
"2024-04-02",5,21883,23945,20240,1104,6562,0,15905,0,621,1689,1483,986,962,-410,-531,999,1398,997,759
"2024-04-02",6,21459,23529,19761,1089,6562,0,15905,0,629,1604,1494,992,1003,-410,-531,1000,1399,997,786
"2024-04-02",7,21063,23190,19352,1073,6562,0,15905,0,687,1451,1494,992,1003,-409,-531,999,1399,996,785
"2024-04-02",8,20908,23032,19218,1056,6562,0,15905,0,683,1303,1495,992,1003,-410,-531,999,1399,996,786
"2024-04-02",9,20821,22945,19102,1050,6562,0,15905,0,684,1150,1494,992,1003,-409,-531,1000,1399,996,785
"2024-04-02",10,20756,22875,19081,1044,6562,0,15905,0,678,902,1494,992,1003,-410,-531,999,1399,996,786
"2024-04-02",11,21107,23213,19429,1039,6562,0,15905,0,665,1120,1495,992,641,-410,-531,999,1399,997,829
"2024-04-02",12,21606,23655,19877,1033,6562,0,15905,0,608,1219,1495,992,614,-410,-531,999,1399,997,835
"2024-04-02",13,23987,25650,22038,1018,6562,0,15905,0,319,1333,1495,991,540,-427,-417,999,1399,996,899
"2024-04-02",14,25542,27071,23441,1003,6562,3,15905,0,59,1117,1491,991,537,-451,-519,999,1399,996,907
"2024-04-02",15,27767,29256,25484,980,6562,209,15905,0,7,830,1041,991,887,-451,-531,999,1399,997,1078
"2024-04-02",16,29118,30607,26683,956,6562,687,15905,0,7,779,1003,991,942,-451,-531,999,1399,997,1091
"2024-04-02",17,30205,31694,27567,957,6562,1345,15905,0,7,1118,1003,991,757,-451,-531,1000,1399,997,831
"2024-04-02",18,30663,32152,27911,957,6562,2178,15905,0,7,1274,1003,991,752,-451,-531,999,1398,997,807
"2024-04-02",19,30640,32129,27777,968,6562,3066,15905,0,7,1182,1004,991,1000,-451,-531,999,1398,997,807
"2024-04-02",20,30030,31519,27130,979,6562,4170,15905,0,7,1101,1003,991,1003,-451,-531,999,1399,997,807
"2024-04-02",21,29147,30634,26224,1015,6562,4620,15905,0,5,831,1003,991,1002,-451,-531,999,1399,997,807
"2024-04-02",22,28338,29822,25454,1051,6562,5619,15905,0,2,563,1003,991,1003,-451,-531,999,1399,997,807
"2024-04-02",23,28146,29630,25193,1080,6562,5828,15905,0,2,308,1003,991,1003,-451,-531,999,1399,997,807
"2024-04-02",24,27977,29461,25039,1108,6562,6003,15905,0,2,216,1004,991,1003,-451,-531,999,1399,997,807
"2024-04-02",25,28224,29709,25263,1127,6562,6348,15905,0,3,137,1004,991,1004,-451,-531,999,1399,996,807
"2024-04-02",26,28414,29901,25444,1145,6562,5485,15905,0,5,76,1004,991,1003,-451,-531,999,1399,997,807
"2024-04-02",27,28548,30027,25601,1170,6562,4843,15905,0,4,-34,1004,991,1003,-444,-531,999,1399,996,807
"2024-04-02",28,28672,30142,25737,1194,6562,5025,15905,0,6,51,1004,991,1003,-433,-531,999,1399,996,807
"2024-04-02",29,28842,30280,25912,1207,6562,3974,15905,0,4,174,1004,991,1004,-451,-483,999,1399,997,807
"2024-04-02",30,28780,30229,25844,1219,6562,3891,15905,0,3,151,1004,992,1003,-451,-495,999,1399,997,807
"2024-04-02",31,29041,30270,26121,1224,6562,3141,15905,0,5,235,1004,992,1003,-423,-301,999,1399,996,807
"2024-04-02",32,29765,30905,26802,1228,6562,2741,15905,0,6,317,1011,991,1002,-416,-218,999,1399,997,807
"2024-04-02",33,30737,32147,27736,1229,6562,1899,15905,0,6,390,1482,991,1003,-420,-484,789,1399,996,807
"2024-04-02",34,31707,33155,28553,1229,6562,1488,15905,0,6,244,1495,991,1003,-411,-531,774,1399,995,809
"2024-04-02",35,32797,34282,29587,1238,6562,1044,15905,0,3,203,1495,992,1004,-451,-531,1003,1399,996,1025
"2024-04-02",36,33462,34949,30257,1247,6562,626,15905,0,5,302,1494,991,1002,-451,-531,1019,1398,996,1044
"2024-04-02",37,33927,35364,30784,1253,6562,341,15905,0,4,848,1495,991,515,-406,-527,1019,1399,996,761
"2024-04-02",38,34050,35494,30899,1259,6562,141,15905,0,4,853,1495,991,465,-448,-492,1019,1399,996,730
"2024-04-02",39,34136,35691,30960,1298,6562,27,15905,0,3,985,1495,992,-287,-449,-316,883,1399,995,538
"2024-04-02",40,33852,35425,30620,1336,6562,0,15905,0,6,968,1495,992,-338,-451,-278,873,1399,995,520
"2024-04-02",41,33303,34939,30042,1393,6562,0,15905,0,4,692,1495,992,-336,-452,-344,1010,1398,995,627
"2024-04-02",42,32491,34110,29318,1450,6562,0,15905,0,4,435,1495,991,-332,-451,-332,1019,1398,995,637
"2024-04-02",43,31144,32565,28165,1501,6562,0,15905,0,2,413,1495,992,378,-452,-467,887,1399,995,485
"2024-04-02",44,29576,31032,26799,1551,6562,0,15905,0,7,732,1495,992,452,-451,-498,877,1399,995,470
"2024-04-02",45,27827,29284,25296,1599,6562,0,15905,0,11,942,1495,992,544,-452,-494,915,1399,996,471
"2024-04-02",46,26008,27500,23653,1647,6562,0,15905,0,11,1205,1495,991,532,-451,-530,917,1398,996,468
"2024-04-02",47,23851,25322,21725,1686,6562,0,15905,0,9,1227,1495,992,-87,-452,-423,994,1399,996,185
"2024-04-02",48,22968,24539,20926,1725,6562,0,15905,0,10,1399,1495,992,-104,-452,-505,999,1392,995,153
"2024-04-03",1,21963,24397,20039,1795,6562,0,15905,0,358,1625,1495,992,-497,-451,-531,926,1033,995,-97
"2024-04-03",2,21572,24133,19684,1864,6562,0,15905,0,391,1766,1495,992,-566,-452,-531,920,932,996,-121
"2024-04-03",3,21445,23985,19603,1904,6562,0,15905,0,369,2001,1495,992,-482,-452,-531,994,566,995,-206
"2024-04-03",4,21747,24406,19989,1944,6562,0,15905,0,478,2278,1495,992,-479,-451,-531,999,497,995,-220
"2024-04-03",5,21422,24333,19714,1951,6562,0,15905,0,86,2278,1495,992,-775,-451,-531,709,460,978,-568
"2024-04-03",6,21378,24314,19710,1957,6562,0,15905,0,70,2427,1495,992,-780,-452,-531,688,437,976,-603
"2024-04-03",7,20826,23990,19116,1967,6562,0,15905,0,123,2412,1496,992,-827,-452,-531,542,156,976,-731
"2024-04-03",8,20716,23899,18979,1976,6562,0,15905,0,124,2464,1497,992,-831,-452,-531,531,101,976,-745
"2024-04-03",9,20728,23951,19042,2019,6562,0,15905,0,124,2723,1497,992,-735,-451,-531,370,-115,994,-767
"2024-04-03",10,20654,23855,18977,2062,6562,0,15905,0,100,2860,1498,992,-727,-452,-531,358,-123,995,-768
"2024-04-03",11,21143,24043,19457,2102,6562,0,15905,0,119,2920,1497,992,-530,-452,-531,565,251,996,-768
"2024-04-03",12,21463,24407,19804,2142,6562,0,15905,0,246,3058,1497,992,-514,-441,-475,580,329,996,-768
"2024-04-03",13,23130,25504,21328,2225,6562,0,15905,0,88,3105,1498,991,-460,-351,-207,155,700,996,-768
"2024-04-03",14,24576,26939,22650,2307,6562,1,15905,0,9,2925,1498,992,-454,-429,-203,124,779,997,-768
"2024-04-03",15,26449,29248,24351,2404,6562,83,15905,0,10,2974,1497,991,-590,-452,-479,229,1150,996,-768
"2024-04-03",16,27582,30300,25378,2501,6562,372,15905,0,11,3166,1496,991,-571,-452,-437,236,1215,996,-747
"2024-04-03",17,29321,30805,26938,2635,6562,708,15905,0,11,2851,1495,991,86,-452,-521,528,1373,995,219
"2024-04-03",18,29550,31043,27124,2768,6562,1158,15905,0,10,3012,1496,991,102,-452,-531,549,1397,996,319
"2024-04-03",19,30190,31680,27689,2895,6562,1395,15905,0,7,2910,1495,991,738,-452,-531,508,1397,996,319
"2024-04-03",20,30356,31845,27836,3022,6562,1739,15905,0,6,2949,1495,991,853,-452,-531,504,1397,995,317
"2024-04-03",21,30295,31782,27701,3139,6562,2539,15905,0,4,2910,1495,991,823,-452,-531,727,1397,996,146
"2024-04-03",22,30117,31606,27533,3256,6562,3038,15905,0,6,2914,1495,991,821,-452,-531,744,1397,996,124
"2024-04-03",23,29753,31242,27168,3322,6562,2959,15905,0,6,2922,1495,991,720,-452,-531,982,1397,995,0
"2024-04-03",24,29626,31115,27128,3388,6562,3229,15905,0,6,3055,1495,991,713,-452,-531,999,1397,996,0
"2024-04-03",25,29897,31386,27389,3424,6562,3357,15905,0,6,3199,1495,991,973,-452,-531,999,1397,996,0
"2024-04-03",26,29537,31026,27022,3459,6562,3451,15905,0,6,3302,1494,990,977,-452,-531,999,1374,995,0
"2024-04-03",27,29039,30528,26523,3507,6562,3673,15905,0,6,3433,1495,902,914,-452,-531,999,1003,996,104
"2024-04-03",28,28460,29949,26003,3554,6562,3872,15905,0,6,3580,1495,895,911,-452,-531,999,937,996,122
"2024-04-03",29,28065,29920,25675,3580,6562,3730,15905,0,6,3657,1495,904,675,-452,-531,960,763,996,-366
"2024-04-03",30,28199,30104,25803,3605,6562,3480,15905,0,6,3431,1495,906,624,-452,-531,957,743,996,-416
"2024-04-03",31,28095,30193,25622,3623,6562,3087,15905,0,6,3367,1495,985,8,-452,-531,905,824,996,-609
"2024-04-03",32,28402,30519,25882,3640,6562,2787,15905,0,6,3013,1495,991,0,-452,-531,901,836,996,-628
"2024-04-03",33,29004,30993,26448,3625,6562,2351,15905,0,7,3126,1495,983,450,-452,-531,920,819,996,-499
"2024-04-03",34,29680,31651,27001,3609,6562,1972,15905,0,2,2881,1495,982,535,-452,-531,921,840,996,-486
"2024-04-03",35,30573,32542,27818,3480,6562,1778,15905,0,0,2894,1495,991,414,-452,-531,806,1209,996,-486
"2024-04-03",36,31283,33243,28475,3350,6562,1310,15905,0,0,2920,1495,991,409,-452,-531,797,1271,996,-477
"2024-04-03",37,31873,33356,29073,3153,6562,822,15905,0,0,3007,1494,965,682,-452,-531,1004,1381,996,51
"2024-04-03",38,32217,33695,29448,2956,6562,407,15905,0,0,2981,1494,963,703,-447,-531,1019,1397,996,102
"2024-04-03",39,32849,34311,30109,2750,6562,98,15905,0,0,2843,1494,989,966,-431,-531,1019,1397,996,362
"2024-04-03",40,32982,34405,30178,2544,6562,1,15905,0,3,2702,1495,992,1002,-389,-531,1019,1397,997,391
"2024-04-03",41,32842,34257,29963,2419,6562,0,15905,0,4,2517,1495,992,1003,-380,-531,1019,1397,995,740
"2024-04-03",42,31953,33374,29185,2293,6562,0,15905,0,4,2493,1495,992,1003,-386,-531,1019,1392,996,772
"2024-04-03",43,30863,32229,28152,2163,6562,0,15905,0,3,2494,1495,992,957,-332,-531,1000,1304,997,772
"2024-04-03",44,29597,31068,27006,2033,6562,0,15905,0,6,2288,1495,992,953,-434,-531,999,1268,996,772
"2024-04-03",45,28041,29440,25568,1918,6562,0,15905,0,4,2146,1495,992,936,-364,-531,999,896,996,752
"2024-04-03",46,26703,28181,24315,1802,6562,0,15905,0,6,2078,1495,992,934,-441,-531,999,862,996,710
"2024-04-03",47,25046,27062,22867,1716,6562,0,15905,0,61,1976,1495,992,906,-452,-531,999,1181,996,-472
"2024-04-03",48,23930,26129,21876,1629,6562,0,15905,0,107,1706,1496,992,906,-452,-531,999,1207,996,-609
"2024-04-04",1,23160,25523,21160,1569,6562,0,15905,0,121,1838,1496,992,697,-452,-531,875,871,996,-759
"2024-04-04",2,22924,25300,20918,1509,6562,0,15905,0,124,1998,1495,992,681,-452,-531,866,827,996,-769
"2024-04-04",3,22985,24899,21014,1502,6562,0,15905,0,122,1961,1495,992,325,-431,-531,978,916,996,-330
"2024-04-04",4,23166,25008,21252,1494,6562,0,15905,0,122,1955,1495,992,298,-401,-531,986,950,997,-288
"2024-04-04",5,23058,24902,21132,1473,6562,0,15905,0,124,2002,1495,992,178,-401,-531,953,1276,996,-288
"2024-04-04",6,22642,24637,20730,1452,6562,0,15905,0,275,2131,1495,992,173,-401,-531,950,1312,996,-288
"2024-04-04",7,22010,24339,20153,1429,6562,0,15905,0,652,2227,1495,992,228,-401,-531,996,1103,996,-245
"2024-04-04",8,21669,24040,19827,1405,6562,0,15905,0,700,1946,1495,992,233,-401,-531,999,1054,996,-239
"2024-04-04",9,21432,23732,19617,1418,6562,0,15905,0,693,1915,1495,992,109,-401,-531,999,765,996,-175
