"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW"
"2024-04-04",10,21242,23516,19394,1430,6562,0,15905,0,671,1890,1495,992,104,-401,-531,999,742,996,-171
"2024-04-04",11,21699,24020,19754,1425,6562,0,15905,0,546,1941,1495,992,6,-422,-531,999,1060,996,-322
"2024-04-04",12,22467,24387,20445,1420,6562,0,15905,0,150,1822,1487,992,0,-452,-480,999,1122,997,-338
"2024-04-04",13,24413,26542,22208,1403,6562,0,15905,0,42,1806,1032,992,-332,-451,-530,999,1363,997,-274
"2024-04-04",14,26027,28157,23679,1385,6562,5,15905,0,7,1541,1004,992,-378,-452,-531,999,1377,997,-262
"2024-04-04",15,28015,29513,25477,1370,6562,139,15905,0,6,1393,1004,991,489,-451,-531,999,1032,996,-10
"2024-04-04",16,29225,30714,26628,1354,6562,546,15905,0,6,1075,1004,991,600,-452,-531,999,1002,996,10
"2024-04-04",17,30772,32259,28005,1389,6562,1103,15905,0,4,1023,1004,992,528,-452,-531,999,1347,996,358
"2024-04-04",18,31252,32739,28449,1424,6562,1631,15905,0,4,1098,1004,992,526,-452,-531,999,1399,996,386
"2024-04-04",19,31214,32701,28425,1470,6562,2406,15905,0,5,1107,1003,991,931,-451,-531,999,1399,996,386
"2024-04-04",20,30707,32195,27902,1516,6562,3080,15905,0,5,1016,1004,992,1002,-452,-531,999,1399,996,386
"2024-04-04",21,30486,31972,27636,1515,6562,3577,15905,0,3,773,1003,991,1004,-452,-531,999,1399,995,386
"2024-04-04",22,29992,31480,27151,1514,6562,4128,15905,0,5,625,1004,992,1003,-452,-531,999,1399,996,386
"2024-04-04",23,29525,31014,26654,1494,6562,4843,15905,0,7,232,1003,991,1003,-451,-531,999,1398,996,386
"2024-04-04",24,29570,31060,26683,1473,6562,4957,15905,0,8,-40,1004,991,1003,-451,-531,999,1398,996,386
"2024-04-04",25,29844,31334,26853,1453,6562,4933,15905,0,7,-409,1004,991,1004,-452,-531,999,1397,996,386
"2024-04-04",26,29573,31064,26578,1433,6562,5163,15905,0,8,-556,1004,992,1003,-452,-531,999,1398,996,386
"2024-04-04",27,29291,30780,26356,1415,6562,4846,15905,0,6,-620,1004,992,1003,-452,-531,999,1397,997,386
"2024-04-04",28,28778,30264,25900,1397,6562,5050,15905,0,4,-612,1004,992,1003,-451,-531,999,1397,996,386
"2024-04-04",29,28858,30228,25975,1395,6562,4261,15905,0,4,-607,1004,992,1003,-373,-493,999,1398,996,386
"2024-04-04",30,28959,30331,26026,1392,6562,4303,15905,0,5,-697,1004,992,1003,-364,-503,999,1398,996,386
"2024-04-04",31,29413,30755,26484,1392,6562,3821,15905,0,5,-690,1004,992,1003,-315,-522,999,1398,996,386
"2024-04-04",32,29911,31198,27000,1391,6562,2931,15905,0,6,-631,1004,992,1003,-278,-503,999,1397,996,386
"2024-04-04",33,30202,31478,27250,1417,6562,2283,15905,0,5,-682,1004,992,1003,-320,-451,1018,1397,996,386
"2024-04-04",34,30803,32041,27825,1443,6562,1802,15905,0,5,-565,1004,992,1003,-280,-453,1019,1397,996,386
"2024-04-04",35,31869,32971,28894,1458,6562,1253,15905,0,5,-196,1004,992,1003,-391,-206,1019,1398,996,386
"2024-04-04",36,32519,33504,29608,1472,6562,756,15905,0,5,183,1004,992,1003,-290,-190,1019,1397,996,386
"2024-04-04",37,33081,33747,30215,1546,6562,456,15905,0,5,607,1004,992,1002,-140,-21,1019,1397,996,386
"2024-04-04",38,33295,33800,30427,1619,6562,197,15905,0,5,771,1004,992,999,11,0,1019,1397,996,386
"2024-04-04",39,33245,33750,30405,1746,6562,30,15905,0,5,897,1003,992,410,160,123,1019,1397,996,386
"2024-04-04",40,33313,33818,30453,1872,6562,0,15905,0,5,1135,1004,992,363,285,99,1019,1397,996,386
"2024-04-04",41,32522,33027,29660,2011,6562,0,15905,0,5,844,1004,992,953,187,0,1019,1397,996,386
"2024-04-04",42,31800,32376,28923,2149,6562,0,15905,0,4,845,1004,992,1002,64,-72,1019,1397,996,386
"2024-04-04",43,30442,30946,27670,2268,6562,0,15905,0,4,1317,1004,992,1002,133,24,1001,1397,996,386
"2024-04-04",44,28724,29227,26137,2386,6562,0,15905,0,3,1235,1004,992,1003,35,62,999,1383,996,386
"2024-04-04",45,26996,27561,24603,2524,6562,0,15905,0,2,1580,1004,992,981,-63,41,999,1168,997,386
"2024-04-04",46,25460,26300,23265,2662,6562,0,15905,0,3,1704,1007,991,979,-214,-123,999,1113,996,380
"2024-04-04",47,23573,24586,21599,2866,6562,0,15905,0,5,2075,1453,992,492,-236,-171,789,741,997,-101
"2024-04-04",48,22701,23726,20816,3070,6562,0,15905,0,284,2300,1493,991,443,-95,-1,772,663,996,-145
"2024-04-05",1,21563,23108,19779,3183,6562,0,15905,0,523,2370,1219,881,-214,-163,0,236,293,997,-145
"2024-04-05",2,21116,23030,19319,3295,6562,0,15905,0,713,2307,1194,864,-250,-306,0,196,215,997,-145
"2024-04-05",3,20753,23399,19047,3413,6562,0,15905,0,714,2915,1038,426,-524,-269,0,-207,-160,997,-272
"2024-04-05",4,20995,23848,19342,3530,6562,0,15905,0,715,3149,1034,381,-563,-311,0,-236,-239,998,-289
"2024-04-05",5,20483,24726,18918,3624,6562,0,15905,0,714,3367,1457,145,-1010,-349,0,-677,-618,997,-375
"2024-04-05",6,20250,24728,18719,3718,6562,0,15905,0,714,3213,1499,120,-1014,-349,-110,-709,-699,997,-383
"2024-04-05",7,19677,24863,18173,3742,6562,0,15905,0,710,3102,1500,-105,-1015,-349,-41,-998,-1085,997,-383
"2024-04-05",8,19270,24634,17797,3765,6562,0,15905,0,705,2879,1496,-128,-1015,-350,-110,-1018,-1155,997,-383
"2024-04-05",9,19068,24513,17647,3731,6562,0,15905,0,561,3021,1311,-269,-1015,-349,-11,-1017,-1340,998,-383
"2024-04-05",10,19039,24566,17594,3697,6562,0,15905,0,660,3105,1294,-259,-1015,-350,0,-1017,-1343,995,-383
"2024-04-05",11,19328,24292,17808,3620,6562,0,15905,0,708,2598,1290,752,-1014,-336,-60,-1011,-952,792,-383
"2024-04-05",12,19791,24339,18336,3542,6562,0,15905,0,576,2462,1292,855,-1015,-213,-1,-989,-871,778,-383
"2024-04-05",13,21724,24933,20012,3443,6562,0,15905,0,599,2507,1480,980,-1013,-181,-46,13,-487,978,-383
"2024-04-05",14,23121,25919,21181,3344,6562,0,15905,0,450,2660,1497,992,-1008,-49,-1,111,-407,997,-383
"2024-04-05",15,25240,26548,23010,3268,6562,67,15905,0,258,2387,1495,992,-289,14,0,741,-29,996,-232
"2024-04-05",16,26379,27320,23901,3192,6562,391,15905,0,6,2475,1495,992,-225,114,0,791,50,996,-210
"2024-04-05",17,27812,28316,24994,3162,6562,1075,15905,0,4,2320,1495,992,485,28,0,985,420,996,136
"2024-04-05",18,28285,28789,25342,3132,6562,1629,15905,0,4,2320,1494,992,608,82,0,999,498,996,169
"2024-04-05",19,28683,29190,25578,3162,6562,2648,15905,0,7,2221,1493,992,1000,60,0,999,869,996,255
"2024-04-05",20,28196,28701,25047,3191,6562,3319,15905,0,5,2175,1493,992,999,165,0,999,923,996,265
"2024-04-05",21,27415,27922,24223,3298,6562,3864,15905,0,7,2070,1495,992,688,288,3,852,899,996,373
"2024-04-05",22,26926,27433,23742,3405,6562,5000,15905,0,7,1748,1495,992,681,188,144,841,872,996,383
"2024-04-05",23,25942,26448,22779,3479,6562,5194,15905,0,6,1462,1495,993,192,53,15,815,501,997,383
"2024-04-05",24,25402,25924,22286,3552,6562,5615,15905,0,22,987,1494,992,156,41,0,812,423,996,380
"2024-04-05",25,24960,25663,21841,3621,6562,6103,15905,0,203,905,1495,992,760,129,0,741,51,996,207
"2024-04-05",26,24596,25275,21500,3690,6562,6802,15905,0,151,989,1495,992,810,150,0,735,-28,996,183
"2024-04-05",27,24078,25371,21027,3772,6562,6867,15905,0,116,1151,1495,993,996,159,0,798,-403,997,-274
"2024-04-05",28,23949,25398,20904,3854,6562,7034,15905,0,151,1361,1485,991,1003,165,0,802,-483,997,-315
"2024-04-05",29,23481,25372,20466,3880,6562,6304,15905,0,146,1468,1075,894,1002,209,0,986,-866,996,-379
"2024-04-05",30,23532,25444,20597,3906,6562,5301,15905,0,125,1527,1036,883,1002,119,0,998,-898,997,-389
"2024-04-05",31,23485,25157,20659,3910,6562,5143,15905,0,50,1931,1195,796,1003,22,0,542,-516,997,-606
"2024-04-05",32,23802,25369,20997,3914,6562,4623,15905,0,6,2318,1211,788,1003,77,0,508,-435,997,-626
"2024-04-05",33,24742,26029,21926,3829,6562,3743,15905,0,8,2706,1380,841,1003,140,0,482,-60,997,-719
"2024-04-05",34,25537,26754,22803,3743,6562,3084,15905,0,8,3223,1396,848,1003,217,0,480,19,997,-709
"2024-04-05",35,27057,27564,24320,3599,6562,2355,15905,0,7,3216,1487,980,944,203,0,358,392,996,367
"2024-04-05",36,27999,28503,25372,3454,6562,1616,15905,0,4,3475,1495,993,936,201,0,351,469,997,499
"2024-04-05",37,28633,29143,26063,3359,6562,847,15905,0,10,3449,1495,993,722,315,32,880,841,997,1227
"2024-04-05",38,29139,29649,26710,3263,6562,397,15905,0,10,3461,1493,992,718,297,1,919,919,997,1307
"2024-04-05",39,29611,30119,27321,3145,6562,77,15905,0,8,3480,1403,992,900,219,0,892,1290,997,1391
"2024-04-05",40,29634,30136,27427,3027,6562,1,15905,0,2,3438,1394,993,922,128,0,890,1329,997,1401
"2024-04-05",41,29270,29774,27110,2987,6562,0,15905,0,4,3492,1394,992,936,87,0,817,1078,997,1381
"2024-04-05",42,28509,29014,26339,2946,6562,0,15905,0,5,3531,1396,992,936,0,0,811,1017,997,1374
"2024-04-05",43,27204,27705,25233,2939,6562,0,15905,0,1,3640,1489,992,413,50,0,371,646,997,1125
"2024-04-05",44,26258,26797,24348,2931,6562,0,15905,0,0,3508,1496,992,366,23,-39,338,568,997,1077
"2024-04-05",45,24709,25665,22941,2929,6562,0,15905,0,0,3513,1467,985,-456,140,107,280,197,996,91
"2024-04-05",46,23737,24825,22108,2927,6562,0,15905,0,1,3643,1464,985,-572,205,26,244,118,996,-15
"2024-04-05",47,22032,25430,20542,2908,6562,0,15905,0,8,4154,1326,991,-1010,174,0,-891,-257,998,-732
"2024-04-05",48,21112,24772,19784,2888,6562,0,15905,0,8,4016,1314,991,-1014,71,0,-1008,-336,997,-794
"2024-04-06",1,20344,24488,19078,2860,6562,0,15905,0,102,3848,1189,947,-1014,138,0,-1017,-717,998,-794
"2024-04-06",2,19958,24132,18542,2832,6562,0,15905,0,49,3120,1181,943,-1014,194,0,-1019,-798,998,-794
"2024-04-06",3,19858,24495,18297,2931,6562,0,15905,0,251,3008,1431,988,-1013,237,0,-897,-1182,997,-794
"2024-04-06",4,20007,24491,18467,3029,6562,0,15905,0,48,3006,1448,991,-1014,315,0,-889,-1239,997,-794
"2024-04-06",5,19731,24468,18251,3139,6562,0,15905,0,187,3284,1151,883,-1014,267,0,-1002,-1240,998,-794
"2024-04-06",6,19021,23986,17698,3248,6562,0,15905,0,389,3408,1118,869,-1015,282,-16,-1011,-1240,996,-794
"2024-04-06",7,18385,23608,17212,3360,6562,0,15905,0,423,3666,721,650,-1013,302,-243,-1010,-1240,915,-794
"2024-04-06",8,18005,23629,16832,3472,6562,0,15905,0,681,3673,678,625,-1014,159,-385,-1010,-1240,907,-794
"2024-04-06",9,17541,22988,16569,3578,6562,0,15905,0,637,3611,344,322,-1015,24,-275,-986,-1240,914,-794
"2024-04-06",10,17321,22500,16441,3683,6562,0,15905,0,476,3482,303,294,-1014,0,-171,-984,-1240,908,-794
"2024-04-06",11,17119,22587,16318,3738,6562,0,15905,0,584,3898,-254,324,-1014,-64,42,-1018,-1240,551,-794
"2024-04-06",12,17066,22584,16340,3793,6562,0,15905,0,412,3794,-321,330,-1015,-215,181,-1021,-1240,525,-794
"2024-04-06",13,18403,23695,17354,3855,6562,0,15905,0,414,3544,176,551,-1016,-322,335,-1006,-1240,852,-794
"2024-04-06",14,18828,24297,17599,3916,6562,34,15905,0,567,3392,250,574,-1015,-351,384,-1005,-1240,881,-791
"2024-04-06",15,19825,24645,18613,3997,6562,355,15905,0,217,3227,1107,757,-1015,-355,212,-938,-1241,876,-554
"2024-04-06",16,20395,25283,19048,4077,6562,759,15905,0,410,3683,1179,775,-1015,-303,139,-890,-1240,877,-530
"2024-04-06",17,21170,24984,19669,4200,6562,1554,15905,0,231,3245,700,847,-966,-347,1,353,-1240,978,-530
"2024-04-06",18,21046,24942,19522,4322,6562,2177,15905,0,357,4123,672,854,-870,-359,-40,489,-1240,987,-530
"2024-04-06",19,21799,25125,20250,4493,6562,2238,15905,0,325,4030,1277,880,747,-442,-289,525,-1240,996,-530
"2024-04-06",20,21831,25480,20178,4663,6562,2960,15905,0,640,4198,1329,882,992,-450,-289,527,-1240,997,-530
"2024-04-06",21,22045,25425,20264,4825,6562,3281,15905,0,413,4173,687,824,957,-450,-247,863,-1240,997,-530
"2024-04-06",22,22099,25572,20365,4987,6562,3337,15905,0,367,4185,633,819,954,-450,-387,887,-1239,994,-530
"2024-04-06",23,22343,25603,20615,5098,6562,3301,15905,0,10,4315,903,874,906,-450,-530,526,-1240,772,-530
"2024-04-06",24,22183,25439,20445,5208,6562,3354,15905,0,6,4257,922,880,902,-450,-531,501,-1239,752,-530
"2024-04-06",25,21962,25223,20213,5280,6562,3868,15905,0,10,4136,810,983,999,-450,-531,964,-1240,755,-530
"2024-04-06",26,21486,24788,19770,5352,6562,4243,15905,0,51,3993,800,991,1004,-450,-531,987,-1240,757,-530
"2024-04-06",27,20411,23852,18721,5436,6562,5165,15905,0,190,3896,1073,903,608,-450,-531,142,-1240,887,-530
"2024-04-06",28,19453,23276,17821,5519,6562,6574,15905,0,572,3597,1095,895,537,-450,-531,68,-1240,900,-530
"2024-04-06",29,18765,22491,17240,5528,6562,6272,15905,0,418,3222,1049,873,284,-450,-531,-57,-1240,959,-530
"2024-04-06",30,18352,22184,16911,5536,6562,6262,15905,0,515,3055,1025,865,249,-450,-531,-66,-1240,961,-530
"2024-04-06",31,18077,21645,16615,5510,6562,5658,15905,0,23,3152,20,459,8,-423,-531,-321,-1240,792,-530
"2024-04-06",32,18631,22158,17192,5484,6562,5087,15905,0,6,3315,-58,423,0,-412,-442,-339,-1240,777,-530
"2024-04-06",33,19662,23391,18177,5464,6562,4419,15905,0,5,3288,782,532,-481,-269,-256,-448,-1240,751,-530
"2024-04-06",34,20910,24504,19372,5443,6562,3543,15905,0,1,3553,887,549,-578,-120,-170,-455,-1240,752,-530
"2024-04-06",35,22918,26519,21333,5362,6562,2816,15905,0,0,3783,1446,954,-792,31,94,-539,-1240,977,-530
"2024-04-06",36,23771,27369,22158,5280,6562,1902,15905,0,1,4186,1498,992,-819,181,11,-528,-1223,997,-527
"2024-04-06",37,24732,27497,23106,5186,6562,1240,15905,0,9,4201,1495,993,-967,291,0,409,-967,995,-322
"2024-04-06",38,25390,28099,23698,5091,6562,583,15905,0,1,4177,1495,992,-983,259,0,495,-923,995,-302
"2024-04-06",39,25920,28528,24310,5033,6562,158,15905,0,2,4431,1495,992,-948,227,0,534,-835,995,-323
"2024-04-06",40,26209,28799,24641,4974,6562,6,15905,0,0,4483,1494,992,-938,246,0,536,-826,995,-326
"2024-04-06",41,26273,28825,24702,4976,6562,0,15905,0,4,4673,1494,993,-821,344,0,732,-901,995,-326
"2024-04-06",42,25727,28301,24195,4977,6562,0,15905,0,7,4563,1493,992,-811,264,0,740,-929,995,-327
"2024-04-06",43,24489,27697,23036,4981,6562,0,15905,0,10,4701,1347,993,-1000,184,0,17,-1199,996,-499
"2024-04-06",44,23662,27308,22278,4984,6562,0,15905,0,224,4909,1322,988,-1015,105,-107,-44,-1239,990,-517
"2024-04-06",45,22153,26351,20841,4990,6562,0,15905,0,299,4862,576,714,-1014,237,-86,-543,-1239,605,-517
"2024-04-06",46,21246,25852,19931,4995,6562,0,15905,0,450,4952,499,683,-1015,375,-306,-579,-1239,561,-517
"2024-04-06",47,19800,24647,18643,4975,6562,0,15905,0,595,5056,0,353,-1014,354,-324,-654,-1240,-3,-517
"2024-04-06",48,18952,23554,17894,4955,6562,0,15905,0,532,5027,-38,318,-1015,304,-49,-659,-1239,-53,-517
"2024-04-07",1,18287,23023,17230,4936,6562,0,15905,0,683,4967,68,110,-1015,389,40,-781,-1240,42,-517
"2024-04-07",2,17723,22489,16672,4917,6562,0,15905,0,704,4847,78,90,-1016,368,1,-790,-1239,48,-517
"2024-04-07",3,17694,22323,16679,4922,6562,0,15905,0,622,4988,-13,64,-1010,227,0,-645,-1239,-93,-507
"2024-04-07",4,17921,22507,16975,4926,6562,0,15905,0,572,5208,-21,62,-1009,154,34,-635,-1240,-104,-505
"2024-04-07",5,17625,21973,16653,4926,6562,0,15905,0,704,4868,167,76,-646,25,-83,-637,-1240,-33,-505
"2024-04-07",6,17140,21537,16159,4925,6562,0,15905,0,705,4527,218,75,-618,0,-164,-637,-1239,-29,-505
"2024-04-07",7,16611,21422,15690,4906,6562,0,15905,0,699,4417,-81,-74,-786,-54,74,-783,-1240,-100,-494
"2024-04-07",8,16404,21325,15458,4887,6562,0,15905,0,695,4463,-125,-90,-800,-13,-63,-794,-1240,-109,-492
"2024-04-07",9,16219,21513,15308,4848,6562,0,15905,0,699,4753,-286,-213,-778,54,-173,-800,-1240,-198,-407
"2024-04-07",10,16000,21203,15026,4809,6562,0,15905,0,698,4622,-304,-225,-777,27,-54,-801,-1240,-206,-398
"2024-04-07",11,15902,21253,14909,4823,6562,0,15905,0,696,4639,-504,-266,-766,138,-105,-713,-1239,-206,-356
"2024-04-07",12,15871,21397,15007,4837,6562,0,15905,0,688,4680,-523,-269,-766,287,-277,-707,-1240,-205,-351
"2024-04-07",13,16520,21566,15577,4898,6562,0,15905,0,691,4749,-481,-217,-472,395,-215,-764,-1240,-158,-308
"2024-04-07",14,16766,21685,15744,4959,6562,89,15905,0,643,4552,-477,-211,-440,400,-194,-768,-1240,-150,-296
"2024-04-07",15,17788,21618,16647,5062,6562,514,15905,0,601,3996,-508,-96,504,399,-170,-715,-1240,80,186
"2024-04-07",16,18065,21730,16965,5165,6562,1115,15905,0,629,4131,-511,-84,621,305,37,-701,-1240,100,226
"2024-04-07",17,18606,21833,17498,5232,6562,1884,15905,0,622,4300,-582,-56,656,159,-70,97,-1240,96,-157
"2024-04-07",18,18929,22130,17787,5299,6562,2718,15905,0,626,4572,-587,-55,664,23,107,164,-1240,93,-193
"2024-04-07",19,19247,22454,18050,5361,6562,3884,15905,0,622,4563,-317,-174,971,-64,120,398,-1240,-54,-236
"2024-04-07",20,19254,22618,17936,5422,6562,4614,15905,0,626,4533,-291,-182,978,-216,290,414,-1240,-67,-242
"2024-04-07",21,19319,22423,17970,5453,6562,5407,15905,0,622,4648,-83,24,1002,-289,149,118,-1240,11,-370
"2024-04-07",22,19116,22071,17797,5483,6562,5538,15905,0,623,4753,-57,46,1002,-152,1,96,-1240,22,-383
"2024-04-07",23,19506,22157,18182,5512,6562,6074,15905,0,352,4604,120,246,594,-129,-47,36,-1240,120,-383
"2024-04-07",24,19322,22345,17954,5540,6562,6517,15905,0,621,4543,165,261,567,-280,64,31,-1239,128,-383
"2024-04-07",25,19381,22564,18059,5538,6562,6681,15905,0,618,4434,146,0,926,-421,122,272,-1240,29,-404
"2024-04-07",26,19558,22711,18280,5536,6562,6350,15905,0,531,4349,151,-22,933,-452,108,290,-1240,22,-408
"2024-04-07",27,19725,23058,18387,5531,6562,6422,15905,0,547,4454,652,172,694,-451,-123,289,-1239,140,-473
"2024-04-07",28,19675,23031,18354,5525,6562,6169,15905,0,550,4441,693,186,667,-452,-139,293,-1239,149,-476
"2024-04-07",29,19496,22603,18156,5496,6562,6005,15905,0,554,4337,394,-83,997,-436,-44,947,-1240,-10,-240
"2024-04-07",30,19580,22508,18264,5466,6562,5831,15905,0,547,4009,374,-100,1003,-309,11,991,-1239,-20,-213
"2024-04-07",31,20093,22606,18851,5419,6562,5521,15905,0,465,3683,715,456,988,-159,38,223,-1240,314,-149
"2024-04-07",32,20883,23316,19590,5372,6562,4543,15905,0,543,4012,748,508,975,-8,1,138,-1240,349,-142
"2024-04-07",33,21845,25153,20547,5280,6562,4056,15905,0,458,4838,862,532,206,143,69,-839,-1240,663,-271
"2024-04-07",34,23400,26623,21991,5188,6562,3122,15905,0,290,5428,884,540,148,293,1,-930,-1219,695,-284
"2024-04-07",35,24645,27862,23105,5035,6562,2345,15905,0,166,5422,1450,952,-562,343,0,-933,-880,972,-176
"2024-04-07",36,25798,28903,24181,4882,6562,1753,15905,0,7,5349,1503,991,-704,303,46,-933,-805,996,-156
"2024-04-07",37,26335,29043,24704,4689,6562,1409,15905,0,7,5121,1502,992,-1010,154,1,-767,-424,997,273
"2024-04-07",38,26501,29127,24927,4496,6562,710,15905,0,11,5012,1501,992,-1015,21,46,-756,-344,997,314
"2024-04-07",39,26645,29186,25076,4322,6562,209,15905,0,7,4731,1503,992,-1014,-57,-41,-922,32,997,444
"2024-04-07",40,26480,29160,24829,4148,6562,7,15905,0,8,4402,1503,992,-1016,-208,-15,-933,92,998,456
"2024-04-07",41,26472,29295,24945,4058,6562,0,15905,0,5,4232,1502,992,-1014,-358,-243,-703,155,997,456
"2024-04-07",42,26260,29255,24694,3968,6562,0,15905,0,1,4473,1502,992,-1014,-449,-344,-687,141,998,454
"2024-04-07",43,25294,28839,23783,3854,6562,0,15905,0,0,4724,1504,993,-1014,-450,-523,-825,-233,998,260
"2024-04-07",44,24231,27883,22778,3739,6562,0,15905,0,9,4549,1503,992,-1014,-450,-531,-835,-313,996,241
"2024-04-07",45,23213,27365,21889,3630,6562,0,15905,0,3,4738,1504,992,-1014,-450,-531,-961,-693,893,218
"2024-04-07",46,22168,26414,20971,3520,6562,0,15905,0,7,4792,1504,992,-1015,-450,-531,-970,-773,885,208
"2024-04-07",47,21064,26106,19970,3407,6562,0,15905,0,95,4753,1503,992,-1016,-387,-531,-1006,-1162,988,-345
"2024-04-07",48,20184,25459,19166,3294,6562,0,15905,0,329,4762,1503,992,-1015,-264,-531,-1009,-1231,998,-396
"2024-04-08",1,19377,24944,18395,3134,6562,0,15905,0,329,4622,1414,992,-1015,-250,-531,-1016,-1423,998,-503
"2024-04-08",2,19270,24799,18346,2974,6562,0,15905,0,263,4614,1408,992,-1014,-251,-531,-1017,-1445,997,-508
"2024-04-08",3,19449,24359,18538,2889,6562,0,15905,0,322,4491,1496,992,-1015,-251,-531,-884,-1354,998,-53
"2024-04-08",4,19755,24625,18857,2803,6562,0,15905,0,372,4483,1505,992,-1015,-250,-531,-875,-1316,997,-11
"2024-04-08",5,19635,24195,18680,2692,6562,0,15905,0,330,4192,1504,993,-1016,-251,-531,-536,-927,997,-469
"2024-04-08",6,19134,23736,18126,2580,6562,0,15905,0,441,3861,1504,992,-1015,-250,-531,-514,-845,997,-506
"2024-04-08",7,18836,23510,17820,2475,6562,0,15905,0,426,3682,1505,992,-1015,-251,-531,-981,-463,998,-507
"2024-04-08",8,18826,23248,17774,2370,6562,0,15905,0,222,3431,1505,992,-1015,-251,-531,-1013,-383,998,-507
"2024-04-08",9,19085,22712,17991,2294,6562,0,15905,0,359,3294,1504,992,-1015,-251,-531,-457,-7,997,-507
"2024-04-08",10,19078,22569,17918,2218,6562,0,15905,0,270,3142,1503,992,-1014,-255,-531,-418,73,997,-503
"2024-04-08",11,19611,23554,18337,2150,6562,0,15905,0,267,2854,1416,992,-1014,-364,-531,-980,444,999,-287
"2024-04-08",12,20333,24148,18901,2082,6562,0,15905,0,31,2364,1402,992,-1016,-450,-531,-1021,523,999,-266
"2024-04-08",13,22537,26176,20892,2023,6562,0,15905,0,10,2260,1043,992,-1015,-450,-531,-997,893,998,-136
"2024-04-08",14,24276,27889,22426,1963,6562,63,15905,0,6,2028,1008,992,-1014,-450,-531,-995,972,998,-117
"2024-04-08",15,26456,29298,24389,1909,6562,416,15905,0,8,1695,1008,992,-451,-450,-531,-902,1342,999,188
"2024-04-08",16,27657,30430,25405,1854,6562,847,15905,0,6,1409,1008,992,-405,-450,-531,-881,1397,999,221
"2024-04-08",17,28835,30681,26418,1890,6562,1325,15905,0,1,1147,1006,992,-364,-450,-531,25,1397,998,438
"2024-04-08",18,28862,30702,26472,1925,6562,1956,15905,0,3,1207,1006,992,-356,-450,-531,106,1397,998,457
"2024-04-08",19,29074,30564,26636,1960,6562,2663,15905,0,9,939,1005,992,392,-450,-531,568,1398,998,457
"2024-04-08",20,29028,30519,26622,1995,6562,3183,15905,0,10,963,1005,992,469,-450,-531,601,1398,998,457
"2024-04-08",21,29202,30692,26815,2006,6562,3776,15905,0,9,1093,1004,992,839,-450,-531,945,1398,997,457
